 GRIDDED EMISSIONS, 1 X 1 degree
 Format: long, lat, value (long/lat = lower left hand corner of cell)
 
 File created: Fri Jul 14 15:35:26 2000
 Scenario: SRES v1.1 B2MESSAGE
 Year: 2010
 Gas: NMVOC
 Units: Mt                                                
 Grand Total:    159.241800000000     
 Reg tots:    36.6496   13.7780   43.6416   65.1726
 Contact: ssmith@pnl.gov with questions
 - - - - - - - - - - - - - - - - - - - - -
-170, -20,        0.0000087260
-167,  65,        0.0001337279
-166,  68,        0.0000562242
-166,  65,        0.0001337279
-166,  64,        0.0001388832
-166,  61,        0.0001538923
-165,  68,        0.0000562242
-165,  66,        0.0000611713
-165,  65,        0.0001337279
-165,  64,        0.0001388832
-165,  62,        0.0001489073
-165,  61,        0.0001538923
-165,  60,        0.0001588309
-164,  68,        0.0000562242
-164,  67,        0.0000587070
-164,  65,        0.0001337279
-164,  62,        0.0001489073
-164,  61,        0.0001538923
-164,  60,        0.0001588309
-163,  69,        0.0000537245
-163,  68,        0.0000562242
-163,  67,        0.0000587070
-163,  65,        0.0001337279
-163,  61,        0.0001538923
-163,  60,        0.0001588309
-163,  55,        0.0006643278
-162,  69,        0.0000537245
-162,  68,        0.0000562242
-162,  65,        0.0001337279
-162,  60,        0.0001588309
-162,  59,        0.0001637075
-162,  55,        0.0001826799
-161,  69,        0.0000537245
-161,  68,        0.0000562242
-161,  67,        0.0000587070
-161,  66,        0.0000611713
-161,  63,        0.0001439223
-161,  60,        0.0001588309
-161,  59,        0.0001637075
-161,  55,        0.0001826799
-160,  70,        0.0000512089
-160,  69,        0.0000537245
-160,  68,        0.0000562242
-160,  66,        0.0000611713
-160,  60,        0.0001588309
-160,  59,        0.0001637075
-160,  56,        0.0001780200
-159,  70,        0.0000512089
-159,  69,        0.0000537245
-159,  68,        0.0000562242
-159,  66,        0.0000611713
-159,  60,        0.0001588309
-159,  59,        0.0001637075
-159,  56,        0.0001780200
-159, -20,        0.0002483415
-158,  70,        0.0000512089
-158,  69,        0.0000537245
-158,  68,        0.0000562242
-158,  67,        0.0000587070
-158,  59,        0.0001637075
-158,  57,        0.0006549384
-158,  21,        0.0498398736
-157,  70,        0.0000512089
-157,  69,        0.0000537245
-157,  68,        0.0000562242
-157,  67,        0.0000587070
-157,  59,        0.0001637075
-157,  58,        0.0001685299
-157,  57,        0.0001732982
-156,  70,        0.0000512089
